Energy_Consumption_kWh/km,Speed_kmh,Slope_%,Temperature_C,Road_Type,Humidity_%,Wind_Speed_ms,Weather_Condition,Traffic_Condition
0.294,81.4,4.7,3.0,0,63.8,12.1,2,1
0.281,66.7,-1.2,34.6,0,73.6,9.6,3,1
0.199,119.7,-5.1,14.0,1,53.6,8.8,0,1
0.268,32.2,9.7,14.1,0,49.6,1.0,0,1
0.25,74.2,-6.9,5.8,0,80.8,14.2,1,2
0.318,21.2,6.3,-12.1,0,59.3,5.9,1,1
0.219,71.6,-5.2,-0.2,2,66.3,10.5,0,1
0.226,26.2,4.7,30.0,2,48.5,5.6,0,0
0.307,33.1,5.3,-0.7,2,67.4,10.4,0,2
0.293,32.9,8.1,7.7,2,72.8,5.3,1,1
0.238,91.4,-0.1,19.9,0,39.9,6.4,1,1
0.17,102.1,-7.6,0.5,1,93.8,0.7,1,0
0.252,84.2,8.2,29.7,1,60.9,0.6,1,1
0.231,125.8,0.9,34.4,0,49.7,7.7,0,0
0.309,61.2,8.9,-11.6,0,75.8,14.7,0,0
0.206,51.4,7.5,16.6,1,95.2,5.4,0,0
0.255,115.5,2.0,4.2,0,63.6,1.8,1,1
0.296,44.6,12.0,15.5,0,46.5,1.2,0,1
0.231,126.0,1.2,15.1,1,73.1,7.8,1,1
0.318,21.3,5.9,-14.5,0,93.7,11.6,0,1
0.303,126.7,5.4,20.7,0,34.4,11.5,1,1
0.241,24.7,2.4,-3.1,2,62.7,8.9,1,0
0.238,118.0,3.7,15.8,0,37.7,5.1,0,0
0.323,78.0,8.0,34.2,2,62.7,14.0,3,0
0.311,129.2,3.4,-4.4,2,82.1,9.8,2,0
0.29,28.1,1.0,-0.1,0,84.3,3.7,0,2
0.264,80.9,5.2,-11.5,2,22.9,8.1,0,0
0.234,126.6,-7.3,12.0,0,44.1,5.7,2,0
0.235,77.5,-5.8,32.9,0,36.4,11.1,0,2
0.148,89.2,-5.5,15.0,2,43.1,1.6,0,0
0.21,96.5,0.5,4.4,2,57.0,4.7,0,0
0.284,70.0,9.4,34.8,2,25.6,8.9,0,1
0.227,89.0,4.9,14.3,2,59.3,4.8,0,0
0.329,84.3,11.5,38.6,1,78.7,11.0,0,2
0.236,119.1,-7.2,26.3,0,59.8,1.2,1,1
0.31,25.0,6.4,35.1,2,72.1,5.0,2,2
0.212,50.9,-1.7,20.7,0,82.2,3.2,2,1
0.302,124.5,-7.5,39.4,0,94.5,1.4,3,2
0.298,117.9,8.5,13.9,2,87.4,13.4,0,0
0.183,70.1,-4.7,20.2,0,87.9,3.6,0,1
0.198,88.2,-3.7,-7.6,1,44.9,10.6,0,0
0.174,50.5,-1.2,36.5,0,48.6,3.9,0,0
0.326,40.7,7.8,3.4,0,42.9,2.9,2,1
0.267,71.0,4.5,21.6,0,88.4,12.8,0,1
0.234,58.9,-2.7,4.8,0,50.9,10.5,1,1
0.233,84.2,-4.6,33.7,2,20.7,8.8,0,2
0.255,28.6,-5.8,-8.9,0,27.4,4.7,1,2
0.255,127.2,-5.0,34.6,0,30.1,10.6,2,0
0.343,128.5,9.4,19.4,0,24.7,10.4,1,1
0.348,96.8,10.5,37.6,0,67.0,9.7,1,2
0.293,79.0,11.4,12.7,1,26.4,5.3,2,0
0.307,54.0,8.7,12.1,0,72.2,5.4,3,0
0.265,109.5,9.7,4.7,1,40.0,2.6,0,0
0.292,95.3,8.3,3.1,1,82.1,8.5,0,1
0.341,37.9,11.2,-8.2,2,69.4,9.4,0,1
0.357,120.2,8.9,3.0,0,92.0,10.5,0,2
0.251,110.5,1.2,18.5,0,57.1,12.5,1,1
0.238,124.5,-1.5,-10.4,1,51.3,0.8,1,1
0.255,99.8,3.7,-4.8,1,46.3,5.9,0,1
0.241,87.5,4.2,32.3,0,34.5,11.3,0,0
0.256,66.0,3.5,-10.0,0,46.7,7.7,0,0
0.299,122.6,6.1,-1.7,2,20.7,12.0,1,0
0.338,115.3,6.0,-14.8,0,92.9,14.7,1,1
0.235,25.0,-6.3,24.5,2,97.9,3.7,1,2
0.229,22.9,-2.3,31.8,1,92.2,13.5,2,1
0.28,61.4,9.8,33.4,2,25.6,1.6,2,0
0.244,109.2,3.8,34.5,0,31.4,1.4,1,0
0.26,128.6,-1.4,7.2,0,86.2,13.7,0,1
0.316,36.5,9.0,15.8,1,59.8,2.8,2,2
0.237,85.4,-3.0,22.3,1,24.7,5.2,2,2
0.212,61.9,0.2,35.3,1,46.0,1.7,2,1
0.223,126.7,-2.5,28.8,1,49.2,8.5,2,0
0.299,112.6,9.4,11.9,0,71.3,0.5,0,1
0.311,112.2,6.6,13.0,1,25.1,12.0,1,2
0.22,71.6,1.2,3.5,1,92.2,6.1,0,2
0.318,65.6,10.6,-14.4,0,27.1,1.7,1,0
0.28,50.1,10.5,-7.1,2,50.4,11.1,0,0
0.279,26.2,6.2,3.2,1,23.1,11.1,0,1
0.326,115.1,9.8,18.3,2,67.7,4.9,2,1
0.286,109.4,6.4,24.3,0,91.9,10.0,1,1
0.346,130.0,4.6,34.0,2,90.1,8.5,2,2
0.258,129.6,0.4,15.5,1,56.5,9.4,0,2
0.243,81.1,-2.5,6.7,0,37.2,6.1,2,0
0.244,104.6,-6.8,23.0,0,36.4,13.8,0,2
0.309,123.9,8.0,6.6,1,31.0,1.3,0,2
0.269,113.5,-5.6,-9.0,0,64.3,3.2,1,1
0.234,47.2,0.2,-14.8,0,36.3,3.1,0,1
0.212,69.6,-3.3,24.0,0,57.3,10.8,1,1
0.239,34.2,1.1,34.5,2,97.8,0.9,0,2
0.237,124.9,-1.7,22.3,0,30.7,12.8,0,1
0.362,86.7,8.6,-13.5,2,46.8,11.5,0,2
0.352,45.2,11.6,-2.9,2,82.0,7.3,0,2
0.3,93.9,10.8,37.1,2,51.6,6.2,1,1
0.228,88.0,4.4,24.0,2,65.2,7.2,2,0
0.322,59.4,11.6,25.6,0,22.7,11.1,0,1
0.224,32.5,0.0,29.3,2,28.2,8.6,0,1
0.263,93.9,2.4,35.2,2,63.6,0.6,3,1
0.276,77.2,-2.9,9.2,0,25.1,14.3,2,2
0.317,105.0,10.0,8.7,1,89.3,1.5,1,2
0.257,77.2,-4.4,-13.7,2,87.6,6.2,2,1
0.271,113.7,4.2,36.5,2,20.2,14.8,2,0
0.284,80.7,8.0,-7.8,0,25.2,12.7,0,0
0.268,81.7,3.9,9.8,0,82.7,4.8,0,2
0.2,116.4,-6.4,18.0,0,75.9,8.3,0,1
0.248,64.4,4.2,39.7,0,26.9,13.7,0,1
0.308,34.7,7.3,7.0,0,36.6,9.3,2,0
0.237,23.2,-4.2,21.8,0,41.6,5.6,3,0
0.24,103.1,6.7,37.4,2,65.4,4.7,0,0
0.258,88.2,9.6,16.4,2,45.1,4.5,0,1
0.348,97.4,11.7,14.4,0,37.5,3.3,2,1
0.2,43.4,0.2,16.5,2,44.0,14.8,0,0
0.208,35.0,-7.5,30.0,1,97.8,10.7,2,1
0.279,21.6,0.4,-12.7,0,50.5,0.4,1,2
0.257,58.6,5.2,26.8,0,77.5,13.6,0,0
0.299,84.9,9.8,-5.5,2,54.1,2.9,0,1
0.318,63.1,10.8,27.2,2,27.2,14.6,1,1
0.299,68.1,10.2,29.0,1,29.6,11.0,0,2
0.293,119.5,5.2,19.4,2,55.8,1.3,3,0
0.259,58.3,5.7,9.2,1,85.7,12.2,0,1
0.149,76.5,-8.0,25.3,1,41.3,8.1,0,0
0.27,106.2,-0.7,-14.0,0,63.2,4.8,1,1
0.332,63.6,10.1,20.7,0,72.0,5.3,1,2
0.324,88.4,5.8,-2.2,0,94.7,5.9,1,2
0.274,114.9,1.4,21.3,2,57.2,12.9,2,1
0.271,124.4,-5.9,-7.4,0,46.7,13.0,2,0
0.202,36.2,-3.1,-5.1,2,68.2,0.3,1,1
0.273,121.9,3.1,9.8,2,43.7,10.4,0,1
0.33,74.1,10.0,14.1,1,50.3,6.9,3,1
0.207,48.4,-6.1,7.9,0,52.2,13.5,0,1
0.184,70.5,-4.9,18.6,0,53.8,13.2,0,0
0.322,127.8,5.1,-12.1,1,30.9,12.4,0,1
0.181,74.2,-2.1,-4.4,2,28.5,0.8,0,0
0.25,56.2,-4.6,-14.8,2,53.0,2.8,0,2
0.185,89.7,-4.4,16.1,0,26.3,8.1,0,0
0.216,46.4,1.9,23.0,2,56.3,8.2,0,0
0.27,28.3,3.7,11.6,2,95.6,11.1,1,1
0.296,34.2,10.1,10.4,1,66.6,2.4,0,2
0.238,34.1,2.6,8.4,0,20.9,6.5,1,1
0.298,36.7,5.8,3.5,2,59.2,9.7,0,2
0.235,35.3,-4.4,17.4,0,28.8,12.8,2,1
0.266,90.5,6.3,-14.7,1,57.3,0.8,1,0
0.284,40.0,5.0,17.8,2,98.0,13.7,0,2
0.233,58.0,-3.7,11.9,0,95.8,2.9,0,2
0.324,118.6,5.4,19.4,2,53.9,12.9,1,2
0.262,72.1,-3.8,32.0,2,93.8,10.9,3,1
0.223,93.4,3.9,30.6,1,25.1,3.0,0,1
0.258,39.0,5.4,29.4,2,32.3,10.4,1,0
0.29,41.2,5.9,7.6,0,35.3,12.2,1,1
0.325,24.5,10.2,6.4,0,24.3,14.5,0,1
0.319,38.6,11.0,-3.6,2,69.2,14.7,1,0
0.302,50.6,8.2,-13.3,0,66.5,8.1,0,1
0.236,39.5,9.6,12.8,1,66.6,0.1,0,0
0.189,29.8,-7.6,38.6,1,41.0,7.7,0,1
0.239,33.3,-0.7,26.4,2,72.4,0.4,1,2
0.212,70.7,-7.2,15.1,2,23.9,10.0,2,1
0.184,42.7,-3.5,1.4,1,38.3,11.9,1,0
0.294,60.1,-0.4,-8.3,2,95.9,9.6,2,2
0.273,75.4,9.4,-0.5,0,21.2,4.4,0,0
0.192,95.9,2.2,14.4,2,30.0,0.1,1,0
0.29,24.3,5.0,19.3,0,97.6,11.7,2,1
0.243,107.9,-0.7,5.1,0,84.6,1.6,2,1
0.256,89.1,4.1,-9.2,1,77.2,11.1,1,0
0.343,29.0,8.3,-0.5,0,96.5,10.5,1,2
0.236,116.1,-2.0,-0.9,2,34.2,14.8,1,0
0.355,121.3,10.6,14.4,0,57.0,0.6,0,2
0.198,26.7,-3.7,-9.3,1,34.0,4.0,0,0
0.271,50.5,10.4,0.9,2,79.3,3.6,0,0
0.214,108.7,-7.4,3.9,1,88.0,11.7,0,1
0.287,102.3,2.9,14.0,1,89.0,15.0,2,2
0.281,40.3,11.7,1.4,1,54.3,1.9,1,0
0.305,43.0,4.2,-6.8,0,83.3,9.4,0,2
0.257,60.8,3.1,-13.6,0,96.5,1.7,0,1
0.236,73.3,5.6,-5.5,2,69.5,0.4,0,0
0.238,88.0,-2.2,30.4,0,88.2,4.9,0,2
0.213,60.6,-6.9,4.3,1,82.1,0.5,0,2
0.167,70.9,-3.0,14.6,1,45.5,4.8,0,1
0.192,102.2,-4.5,12.0,2,93.1,12.2,0,0
0.381,24.0,10.5,0.2,0,87.5,8.3,1,2
0.277,47.8,9.0,31.4,1,39.2,12.4,0,1
0.258,98.5,-1.6,36.6,2,26.0,5.4,1,2
0.314,118.5,8.7,-3.3,0,60.8,10.5,0,0
0.205,76.3,-3.8,29.4,0,36.1,5.8,2,0
0.203,78.5,-4.0,26.6,1,59.4,7.5,2,1
0.3,31.8,7.4,31.1,0,90.1,13.0,0,1
0.205,69.2,-1.5,7.5,0,25.7,7.9,1,0
0.15,78.6,-6.7,22.7,0,31.5,0.3,0,0
0.345,46.7,6.4,-4.5,0,33.7,12.9,0,2
0.247,49.6,11.8,38.2,1,87.1,7.0,0,0
0.261,61.5,3.3,24.7,1,27.0,5.8,2,2
0.255,22.2,-2.7,-10.8,1,44.9,7.6,2,1
0.222,55.4,-0.5,33.3,2,23.1,2.5,0,2
0.213,43.3,5.0,37.7,1,81.8,1.6,0,1
0.331,56.0,6.0,3.4,2,71.3,5.5,2,2
0.284,33.2,9.7,14.6,1,34.7,3.3,1,1
0.317,118.0,10.2,39.6,1,38.4,6.4,0,2
0.3,85.3,9.2,9.8,0,29.5,11.6,0,1
0.31,94.7,5.0,21.6,0,61.0,4.9,2,2
0.223,106.8,1.0,9.9,2,27.9,5.0,0,1
0.296,74.8,5.6,-10.8,2,33.4,12.7,0,1
0.325,29.6,5.3,13.0,2,59.8,11.2,3,1
0.265,79.1,-3.6,30.5,1,78.8,5.0,3,2
0.298,84.6,2.2,-12.7,1,42.5,13.3,0,2
0.204,102.0,-3.8,9.3,2,37.9,5.6,0,0
0.317,67.5,10.0,30.2,0,80.4,4.5,3,0
0.227,34.0,-1.5,4.4,0,40.2,8.3,0,1
0.283,51.2,8.1,38.8,2,75.3,9.9,0,2
0.301,59.9,-0.5,6.1,0,61.3,9.3,3,1
0.298,91.1,7.3,28.1,0,60.5,11.5,1,1
0.236,82.8,-3.6,-1.5,2,58.6,11.7,1,0
0.275,59.2,7.3,3.3,1,26.4,5.9,1,1
0.227,128.5,-4.4,24.7,0,97.3,2.6,1,0
0.295,86.6,1.8,-11.9,0,57.3,6.6,0,2
0.269,46.1,-5.7,-9.8,0,53.6,14.7,1,1
0.286,31.2,2.6,-0.3,0,27.5,12.5,0,2
0.327,36.8,8.4,-1.2,0,53.1,13.3,2,0
0.319,47.1,7.1,-11.4,0,79.6,9.8,0,1
0.173,37.7,-7.0,38.5,1,36.6,8.6,0,1
0.219,40.5,1.8,1.1,0,73.7,1.7,0,0
0.286,51.4,9.0,24.7,2,79.8,1.0,2,1
0.247,39.1,5.0,6.6,2,69.8,1.6,1,1
0.175,118.6,-6.8,39.5,1,98.1,9.2,0,0
0.341,28.8,-1.5,-7.3,2,55.0,9.8,3,2
0.321,77.7,3.1,5.6,0,44.6,7.4,3,1
0.193,65.1,-4.5,8.7,1,22.8,14.3,2,0
0.279,128.1,5.6,24.5,0,39.7,10.9,0,0
0.296,32.3,4.7,12.3,0,76.4,14.4,0,2
0.211,63.8,-4.0,26.3,0,44.5,0.1,1,2
0.261,126.6,3.0,31.3,1,44.7,10.2,2,0
0.388,115.2,8.2,0.9,2,76.7,4.8,2,2
0.292,109.9,-0.5,29.2,0,66.3,14.1,3,0
0.216,48.4,-3.1,12.0,1,54.5,1.1,1,2
0.272,38.8,6.0,-10.8,0,24.8,1.4,0,1
0.182,93.6,-6.6,1.3,0,30.8,1.4,0,1
0.267,122.2,8.7,29.2,2,56.3,2.5,0,0
0.288,81.2,10.9,6.4,1,67.1,1.2,2,0
0.334,82.9,11.3,-9.9,0,51.8,7.7,0,1
0.248,50.8,0.7,20.1,2,38.9,1.7,2,2
0.231,104.6,4.5,31.8,0,87.4,1.1,0,0
0.356,40.6,9.1,-7.7,0,77.5,0.5,2,2
0.177,55.6,-3.5,14.9,0,92.2,9.0,1,0
0.203,66.8,-7.4,-3.6,0,93.4,12.9,0,0
0.283,75.8,-0.3,3.6,2,72.4,10.5,2,2
0.34,46.7,9.7,7.8,0,51.5,9.1,0,2
0.254,32.6,2.1,-14.7,0,58.1,1.3,2,0
0.257,87.2,2.6,4.6,0,25.2,8.0,2,0
0.235,51.7,5.8,2.0,0,29.3,7.0,0,0
0.272,83.9,3.5,21.8,1,40.9,14.4,3,0
0.204,37.0,-6.9,33.4,0,33.3,12.3,1,0
0.249,72.9,3.2,-9.2,0,29.3,1.9,0,1
0.228,78.6,5.0,11.6,0,56.1,8.1,1,0
0.272,25.7,4.8,0.2,1,63.2,2.3,0,2
0.233,57.0,6.6,39.3,0,85.6,3.0,0,0
0.273,34.8,2.4,27.9,0,61.0,13.5,2,1
0.352,27.0,10.0,-8.5,2,57.9,14.7,2,0
0.237,128.9,1.3,5.3,1,45.7,4.1,0,0
0.235,55.5,2.4,-8.9,1,84.3,2.6,0,1
0.297,109.1,7.6,28.3,1,73.6,0.9,3,0
0.282,48.0,8.7,11.8,0,34.3,2.6,1,1
0.28,95.0,5.0,20.6,1,62.5,9.1,2,2
0.187,103.6,-5.5,16.6,2,32.7,12.6,0,0
0.271,85.5,-1.4,-5.0,2,76.5,0.9,1,2
0.247,71.9,-7.6,-14.3,0,44.8,10.3,0,1
0.211,65.3,-2.1,32.9,2,62.0,5.0,1,1
0.299,58.4,3.4,-9.9,0,21.3,9.6,0,2
0.305,122.2,8.1,28.5,2,88.7,2.5,1,1
0.304,111.4,3.7,-4.5,1,51.7,0.5,2,2
0.182,126.2,-7.2,31.9,2,21.4,3.8,1,0
0.235,33.7,-2.8,17.7,0,25.8,7.5,1,1
0.272,100.4,3.6,7.0,0,84.5,9.2,1,1
0.294,123.2,6.2,21.2,0,82.8,14.7,0,0
0.322,39.9,9.3,0.1,0,30.6,9.3,0,1
0.325,27.3,11.4,8.0,1,77.4,2.2,1,2
0.285,101.5,9.8,30.3,0,63.6,1.4,0,1
0.261,83.2,1.3,-14.5,0,80.7,8.0,0,1
0.387,112.6,6.9,-2.1,2,41.5,10.1,3,1
0.219,35.4,-3.2,25.8,1,25.7,9.6,0,2
0.221,107.5,-6.7,24.6,0,31.7,0.1,0,2
0.213,42.2,-6.9,-6.0,1,94.7,8.7,2,0
0.175,38.0,-3.2,39.1,1,38.6,14.6,0,0
0.231,38.1,-7.2,22.2,2,96.3,7.2,1,2
0.292,109.6,9.0,5.4,2,58.2,4.0,1,1
0.262,93.2,1.8,4.3,0,55.9,10.9,0,1
0.259,77.5,8.2,13.7,1,97.5,7.8,1,1
0.37,59.5,10.8,-13.0,0,36.6,5.8,2,1
0.329,116.5,11.9,24.3,0,76.9,10.1,0,1
0.32,63.2,10.7,-11.2,2,29.9,6.3,0,1
0.354,109.8,6.3,20.9,0,89.6,14.0,2,2
0.244,68.3,0.8,29.1,0,23.4,7.2,0,2
0.26,61.5,4.0,34.8,2,81.7,12.4,0,1
0.356,70.9,8.3,-6.9,2,40.0,1.8,3,1
0.27,53.2,10.0,26.0,0,67.8,5.0,0,0
0.35,102.2,11.1,39.1,0,88.4,6.6,3,0
0.266,75.3,6.6,-11.3,0,78.9,0.5,1,0
0.313,45.5,2.8,-13.4,2,96.7,6.9,0,2
0.305,119.0,11.4,-3.3,2,88.3,2.5,0,0
0.387,62.2,11.2,-3.7,0,53.3,9.5,2,2
0.265,79.8,1.6,2.6,2,50.0,3.2,0,2
0.294,119.7,5.0,35.8,2,81.0,9.0,2,0
0.278,88.7,8.2,22.6,0,43.3,11.8,0,1
0.251,32.9,0.7,-14.4,2,49.2,12.8,0,1
0.3,123.4,8.6,12.2,0,87.6,2.4,2,0
0.174,89.0,-5.8,33.2,0,30.7,12.5,0,0
0.238,56.8,1.6,14.4,2,21.8,4.6,2,1
0.285,35.3,1.7,-4.3,0,96.3,10.3,2,1
0.282,107.3,5.7,37.5,0,37.3,11.8,0,1
0.192,88.2,-5.7,1.9,0,31.8,8.8,0,0
0.243,78.7,-5.9,4.3,1,67.1,10.2,3,0
0.358,118.3,10.0,4.6,2,91.5,1.8,1,2
0.287,106.7,-1.9,6.7,2,51.6,14.6,1,2
0.161,36.7,-1.5,24.0,0,75.1,7.3,0,0
0.337,54.3,7.5,2.3,0,70.2,11.5,1,2
0.254,47.3,0.3,10.6,2,52.9,9.8,1,2
0.301,101.8,8.7,-0.5,2,27.0,1.4,1,1
0.265,23.7,0.0,12.9,2,94.2,2.8,3,1
0.313,82.7,7.2,37.1,0,98.3,13.4,2,1
0.259,103.9,2.5,0.9,1,63.7,12.0,2,0
0.346,116.4,10.7,29.9,0,29.6,0.7,0,2
0.201,57.6,-1.5,-3.0,0,76.8,7.6,0,0
0.252,110.3,-0.7,-7.0,0,25.2,8.5,0,1
0.304,32.2,11.4,-10.0,2,67.4,8.3,0,0
0.238,113.1,6.8,38.9,1,59.1,6.7,0,0
0.247,34.0,7.5,16.4,0,24.2,2.1,1,1
0.185,63.7,-2.1,13.3,2,32.3,7.4,1,0
0.279,107.7,2.6,-14.6,0,31.1,4.2,1,0
0.168,36.5,-1.7,11.6,1,76.8,0.9,1,0
0.213,45.2,-2.8,21.4,1,81.1,3.8,2,1
0.254,99.4,2.7,7.5,0,27.9,12.7,0,0
0.317,99.2,11.8,-7.9,0,48.0,7.4,1,0
0.181,90.5,-3.7,-0.3,2,30.3,0.2,0,0
0.149,96.3,-3.1,24.3,1,93.4,12.1,0,0
0.235,79.7,-3.1,11.1,0,24.7,6.0,2,1
0.24,47.7,7.8,11.4,0,52.2,7.5,0,0
0.272,58.0,2.2,-12.9,0,39.2,2.7,0,1
0.203,40.0,-0.3,14.1,2,94.9,6.0,1,0
0.296,119.9,8.9,8.4,0,90.1,2.0,0,1
0.172,84.2,-2.1,33.4,1,48.6,5.2,1,0
0.215,64.1,-0.2,5.9,0,54.8,13.8,0,0
0.187,70.8,-6.5,18.5,2,27.3,1.6,2,1
0.28,124.2,-5.6,36.5,0,51.8,0.8,2,2
0.186,36.9,-5.3,16.1,2,64.2,6.0,1,0
0.259,84.5,-1.1,-13.4,2,49.7,3.8,0,2
0.251,75.6,2.5,-9.4,2,26.8,9.2,0,0
0.213,87.3,-8.0,38.2,0,37.1,8.5,2,1
0.244,22.0,-4.2,15.4,0,41.4,9.6,0,2
0.248,115.9,-4.5,-4.6,1,81.6,4.7,2,1
0.214,122.5,-2.9,16.2,0,36.3,8.3,1,0
0.195,82.2,-4.7,37.7,2,75.3,6.6,0,1
0.302,96.6,-4.1,-12.5,0,45.1,10.2,1,2
0.329,121.5,11.7,14.0,2,28.9,11.7,0,1
0.278,97.8,3.9,-7.5,0,60.2,4.6,0,1
0.269,36.8,7.3,9.6,1,86.0,5.7,2,0
0.264,83.4,8.4,21.0,2,44.3,5.1,0,1
0.241,86.7,5.4,10.3,0,67.0,6.2,1,0
0.285,66.7,6.1,38.0,0,86.2,5.2,1,2
0.215,101.0,4.6,17.2,1,41.4,2.0,0,1
0.293,122.8,5.0,38.0,0,27.3,11.5,1,1
0.349,121.8,10.6,2.3,2,38.0,10.7,1,0
0.203,69.6,-4.3,-13.8,2,88.6,8.0,1,0
0.294,32.5,-2.5,-6.5,2,46.3,12.0,3,0
0.267,128.3,-6.1,-11.1,0,34.2,4.5,1,1
0.268,112.3,8.7,25.6,0,60.3,1.1,1,0
0.268,33.7,1.0,-4.6,0,69.4,0.6,1,2
0.362,121.3,10.1,26.6,1,57.0,11.5,2,2
0.328,115.7,0.2,14.6,0,45.9,6.8,3,2
0.239,77.1,0.9,-3.1,2,59.4,14.0,1,0
0.275,85.0,1.0,18.7,0,92.3,12.4,0,2
0.308,63.9,4.2,-14.4,2,71.8,14.5,2,1
0.248,26.0,7.3,3.4,2,54.5,6.8,0,0
0.194,56.9,-1.0,28.2,0,85.2,3.6,2,0
0.309,108.3,4.6,26.2,0,20.2,9.9,2,2
0.201,20.5,-3.9,28.5,0,35.7,0.6,0,1
0.227,56.7,3.1,17.3,1,63.0,5.7,2,1
0.211,63.8,2.9,16.5,2,72.5,2.7,0,1
0.36,79.1,9.8,7.4,2,59.4,11.5,1,2
0.369,121.2,9.9,37.2,2,72.0,6.3,3,1
0.245,58.1,1.7,37.2,2,68.9,0.5,2,1
0.212,58.2,-7.5,-14.5,2,65.2,11.2,0,0
0.304,101.1,8.9,37.9,0,31.6,12.5,2,0
0.161,69.7,-8.0,32.9,0,55.4,14.7,0,0
0.205,44.7,1.6,18.3,0,55.2,0.4,0,1
0.202,69.8,-7.6,2.8,1,38.3,9.4,2,0
0.214,35.5,-0.9,8.1,0,91.6,10.2,0,0
0.242,39.4,4.7,31.7,0,90.4,9.0,0,0
0.214,74.8,-0.6,-6.9,0,44.2,7.5,1,0
0.282,66.1,10.5,19.1,1,37.4,7.8,1,0
0.277,120.6,4.8,-2.3,2,51.4,5.0,0,1
0.265,59.9,4.9,5.8,0,22.8,4.2,1,1
0.22,83.9,-0.5,-14.7,1,91.8,2.7,1,1
0.227,89.5,-7.2,38.3,0,35.3,4.4,1,2
0.347,21.4,6.8,-9.0,2,37.9,8.9,2,1
0.245,93.0,6.3,27.0,1,55.9,6.8,0,1
0.279,39.6,2.6,15.9,0,66.2,8.1,2,1
0.206,125.7,0.3,30.5,1,55.1,6.6,0,0
0.229,36.4,2.8,13.4,0,60.2,8.8,1,0
0.238,65.6,6.9,39.1,1,89.9,6.5,1,0
0.264,29.4,6.3,18.4,0,85.3,5.1,1,1
0.304,129.7,5.2,18.9,0,20.9,12.6,1,1
0.282,75.2,10.1,35.6,0,58.6,10.3,0,0
0.215,85.5,4.2,-0.8,1,79.0,0.8,0,0
0.199,27.4,-7.7,5.0,1,75.8,3.2,0,2
0.271,102.5,4.4,21.6,2,48.6,6.9,2,1
0.29,43.1,4.3,-7.2,0,74.7,1.4,2,0
0.21,118.8,-6.6,29.5,1,70.7,12.3,1,1
0.275,42.6,0.6,17.6,0,40.8,7.8,2,2
0.249,41.0,5.0,26.5,1,36.8,13.3,2,0
0.248,24.0,6.1,39.5,2,25.8,4.5,1,0
0.284,71.9,9.9,38.7,2,54.9,1.5,2,1
0.353,82.1,8.8,9.6,0,61.4,11.1,2,2
0.222,27.2,-5.7,0.5,2,23.1,14.6,0,1
0.245,105.3,4.2,19.9,0,52.1,13.0,0,0
0.279,69.9,3.9,24.1,2,27.3,13.9,2,1
0.245,77.7,-1.9,1.2,2,26.0,11.8,2,1
0.2,68.5,-4.3,0.5,2,43.0,2.4,2,0
0.302,64.1,-4.0,-3.2,1,61.6,4.9,3,2
0.175,81.6,-4.4,35.0,0,68.9,8.5,0,0
0.339,37.1,8.1,-9.4,1,65.1,6.3,2,2
0.225,40.0,-5.0,-1.4,1,97.1,14.0,0,2
0.199,114.8,-2.7,19.3,0,38.1,3.5,0,1
0.236,124.1,-3.6,10.7,1,55.6,13.9,0,2
0.321,61.1,6.3,-8.4,2,60.1,12.1,2,1
0.185,49.8,-4.8,0.9,0,36.6,3.2,0,0
0.173,90.8,-7.5,7.4,1,39.7,3.0,0,1
0.237,65.0,-0.5,37.7,0,72.0,7.6,1,2
0.256,22.8,-1.9,6.8,0,88.7,5.3,1,2
0.265,37.2,-0.0,-8.6,0,52.9,0.5,2,0
0.22,98.8,7.1,38.5,1,67.2,0.6,0,0
0.184,92.5,-7.8,8.9,2,98.6,5.3,0,1
0.211,23.0,-7.2,-7.3,0,82.2,0.2,0,1
0.186,44.4,-2.9,18.6,0,28.9,4.6,0,1
0.262,45.4,9.8,29.5,1,100.0,1.8,0,1
0.202,93.9,-4.6,24.1,0,75.6,8.0,2,1
0.316,22.2,11.9,2.1,1,32.7,8.0,1,1
0.322,31.5,8.1,-1.9,0,38.6,4.2,2,1
0.224,108.0,1.1,33.6,0,73.9,9.6,0,1
0.295,39.6,7.0,-4.3,2,87.2,5.0,1,1
0.234,91.8,2.4,26.6,2,61.6,7.9,2,0
0.326,46.2,3.3,-13.7,0,65.7,10.0,1,2
0.302,30.9,3.6,8.1,1,35.7,11.9,3,1
0.253,46.7,5.0,39.2,1,69.0,14.9,2,0
0.196,99.4,-6.8,19.9,0,66.5,4.7,0,1
0.263,114.1,4.3,2.1,2,55.0,8.7,1,0
0.294,111.3,6.3,23.5,0,24.3,1.9,2,1
0.182,63.7,-1.8,4.4,0,72.9,0.5,0,1
0.297,93.5,11.6,36.6,2,61.5,2.1,0,1
0.228,42.5,-5.1,-2.1,2,58.9,11.9,1,1
0.304,52.2,10.2,2.6,2,97.2,6.0,0,1
0.26,118.6,5.5,22.9,2,66.2,0.5,0,1
0.265,21.4,5.3,28.7,2,94.5,0.1,2,1
0.279,29.4,9.5,16.7,2,75.0,4.7,0,1
0.3,42.9,8.6,0.9,1,35.6,8.3,0,2
0.229,22.9,-1.1,16.5,0,64.5,10.2,2,0
0.251,40.0,6.1,-2.9,2,79.8,6.6,0,0
0.219,84.1,-7.0,-11.8,0,79.7,8.7,0,0
0.189,66.4,1.3,35.6,0,29.1,0.1,0,0
